Name,Address,Year,Keywords,Latitude,Longitude,Belongs_to_Berlin,matched_styles,matched_types
Märkisches Museum,Berlin Bezirk Mitte Mitte Am Köllnischen Park5,,Walmdach Rokoko barocken Museum für Geschichte,52.519444,13.406667,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Mausoleum
Wohnturm an der Spree,Berlin Bezirk Mitte Tiergarten Holsteiner Ufer 46,2000–2002,Form: Spirale Mehrfamilienhaus Solitär Turm,52.5203323,13.3489912,True,,Öffentliche Gebäude - Turm
Telschow-Haus,Berlin Bezirk Mitte Tiergarten Potsdamer Platz,1928–1929,"Bürogebäude Eckhaus Fassadengliederung, horizontal Fensterband Form: geschwungen Geschäftshaus Internationaler Stil Mehrfamilienhaus Ecke, rund 5,5-geschossig",52.5096488,13.3759441,True,Moderne - Internationaler Stil,Wohngebäude - Einfamilienhaus
Bibliothek und Kaufhaus »Am Springpfuhl«,Berlin Bezirk Marzahn-Hellersdorf Marzahn Helene-Weigel-Platz,1981,Bibliothek Kaufhaus,52.5271539,13.5398525,True,Moderne - Bauhaus,
Kirche Mariä Himmelfahrt,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Mindener Straße 1,1964–1966,römisch-katholische Kirche Denkmalschutz Basilika Notkirche Gebäudekomplex Sichtbeton Innenhof Saalkirche Brandwand Stützen Pultdach Fassade Decke Bronze Kirche Mariä Himmelfahrt,52.5248147,13.3031193,True,,Freizeiteinrichtungen - Passage
Berliner Stadtbibliothek,Berlin Bezirk Mitte Mitte Breite Straße32-34,1964–1966,Betonkonstruktion Bibliothek Glasfassade Proportion Raster,52.515365,13.4038149,True,,
Block E der Stalinallee,Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Frankfurter Allee1/3/5/7/9/11/13/15/17/19/21/21a/23/23a/25/27; Proskauer Straße 38 Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Frankfurter Allee16/18/20/22/24/26; Niederbarnimstraße 1 Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Frankfurter Allee2/4/6/8/10/12/14,1951–1955,Mehrfamilienhaus,52.5138066,13.4731632,True,,Wohngebäude - Einfamilienhaus
Stadtbad Mitte,Berlin Bezirk Mitte Mitte Gartenstraße 5,1927–1930,denkmalgeschützten Neuen Bauens Lichthöfe Bronze Milchglas Sprungturm Hallenbad,52.5294858,13.3929128,True,,Industriegebäude - Halle
Haus Wiegand,Berlin Bezirk Steglitz-Zehlendorf Dahlem Peter-Lenné-Straße28-30,1911–1912,Villa Industriearchitektur Denkmalschutz Einfamilienhaus Klassizismus Villa,52.44182559999999,13.2488624,True,Klassizismus - Klassizismus,Wohngebäude - Einfamilienhaus
Landhaus Kluge,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Heerstraße161;Am Rupenhorn25,1929,Frühen Moderne Bauensemble Stahlskelettbau Pergola Denkmalschutz Weißenhofsiedlung Linoleumfußböden Bauhaus Glasbausteine Dachterrasse Einfamilienhaus Internationaler Stil Moderne Terrasse Putzfassade Baustil,52.5081904,13.2182905,True,Moderne - Bauhaus,Wohngebäude - Einfamilienhaus
Bebauung Bundesratufer,Berlin Bezirk Mitte Tiergarten,ca. 1910,,52.514534,13.3501015,True,,
Belgische Botschaft,Berlin Bezirk Mitte Mitte Jägerstraße52-53,ca. 2001,Plattenbau Mansarddaches Glasfront Empore Botschaft Umbau,52.5144021,13.3945314,True,,
Olympische Schwimm- und Radsporthalle,Berlin Bezirk Pankow Prenzlauer Berg Fritz-Riedel-Straße,1992,"Badeanlage Form: Kreis Olympiade Sportanlage Sporthalle Wettbewerb, 1. Preis",52.5301812,13.449585,True,,Sonstige Gebäude - Sportanlage
Allianz-Versicherung,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Joachimsthaler Straße10-12,1953–1955,6-geschossig Bürogebäude Hochhaus 14-geschossig,52.5028433,13.3305914,True,,
Brücke-Museum,Berlin Bezirk Steglitz-Zehlendorf Dahlem Bussardsteig 9,1966–1967,1-geschossig Flachdach Museum Museum für Kunst Solitär,52.4669094,13.2746775,True,,Öffentliche Gebäude - Mausoleum
Opel-Halle,Berlin Bezirk Tempelhof-Schöneberg Schöneberg Bessemerstraße 28-36,1917–1919,Industriehalle Mauerwerk aus Ziegel,52.4645878,13.3666162,True,,Industriegebäude - Industriebau
Zitadelle Spandau,Berlin Bezirk Spandau Haselhorst Am Juliusturm64,1. Hälfte 13. Jahrhundert,Ateliers Restaurierung Zeughaus risalitartige Wendeltreppe Wehrturm gotische Neugotik Bronzeabguss,52.5379871,13.2192973,True,Mittelalter - Gotik,
S-Bahnhofseingang Potsdamer Platz,Berlin Bezirk Mitte Mitte Potsdamer Platz,2000,Bahnhof Eingangsgebäude Flachdach Stahlkonstruktion unterirdisch,52.5090758,13.3766589,True,,Öffentliche Gebäude - Regierungsgebäude
Kulturhaus »Ernst Schneller«,Berlin Bezirk Treptow-Köpenick Niederschöneweide Fließstraße,1949–1950,Kulturzentrum,52.4566335,13.514144,True,,
Haus Hübner,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Badenallee29,1938–1939,Einfamilienhaus,52.51621189999999,13.2600039,True,,Wohngebäude - Einfamilienhaus
Dachgeschossausbau,Berlin Bezirk Mitte Mitte Hessische Straße5,ca. 2002,Dachausbau Dachwohnung,52.5292453,13.3802465,True,,
Kulturbrauerei - ehemalige Schultheiß-Brauerei,Berlin Bezirk Pankow Prenzlauer Berg Schönhauser Allee36-39,1891,Hof Ensemble Mauerwerksfassade aus Ziegel Historismus Brauerei,52.5384198,13.4130877,True,Historismus - Historismus,
Bundesrat der Bundesrepublik Deutschland,Berlin Bezirk Mitte Mitte Leipziger Straße3-4,1996–1997,Regierungsgebäude Umbau: Altbau,52.5090157,13.3814352,True,,Öffentliche Gebäude - Regierungsgebäude
Columbus-Haus,Berlin Bezirk Mitte Tiergarten Potsdamer Platz,1931–1932,Stahlskelettkonstruktion Café Restaurant Dachterrasse Eckhaus Fensterband Flachdach Form: geschwungen Geschäftshaus Geschosswohnung Lage: Platz Mehrfamilienhaus Penthouse Skelettbau aus Stahl abgelöstes Dach 13-geschossig,52.5096488,13.3759441,True,,Öffentliche Gebäude - Palast
Schloss (Nachfolgebau),Berlin Bezirk Mitte Mitte Schloßplatz,1993,Ausrichtung Bürogebäude Durchdringung Ebenen Erschließung Geometrie Hotel Innenhof Ensemble Lage: Fluß Lage: Stadt Passage Rampe Sockel Überlagerung Verschneidung Verwaltungsgebäude Fügung Öffentliche Verwaltung Baukörpergliederung Verschachtelung,52.5180271,13.4004918,True,,Öffentliche Gebäude - Regierungsgebäude
Spedition,Berlin Bezirk Mitte Tiergarten Paulstraße,ca. 1930,,52.5198518,13.3555781,True,,
Architekturfakultät der Technischen Universität (TU Berlin),Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Straße des 17. Juni152,1966–1968,5-geschossig Belichtung Flachdach Hochschule für Architektur Solitär Universitätsgebäude Erker Form: Quader,52.5133394,13.3317915,True,Antike - Römische Architektur,
"Pallasseum (»Sozialpalast«, Wohnen am Kleistpark)",Berlin Bezirk Tempelhof-Schöneberg Schöneberg Pallasstraße;Potsdamer Straße,1977,Brutalismus Beton Mehrfamilienhaus Sozialwohnung,52.49424699999999,13.3610651,True,Moderne - Brutalismus,Wohngebäude - Einfamilienhaus
Schaltwerk Halenseestraße,Berlin Bezirk Charlottenburg-Wilmersdorf Halensee Halenseestraße26/28/30,1927–1928,oktogonalen arkaden Mezzanin Trauflinie Umspannstation S-Bahnverkehr Mauerwerk aus Ziegel,52.4975299,13.2928398,True,,
Stalinallee - Wohnbebauung und Läden,Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Karl-Marx-Allee;Frankfurter Allee,1952,Sozialistischem Klassizismus Plattenbauten Historismus Plattenbauten neoklassizistische dorische ionische Art-déco Zuckerbäckerstil denkmalgeschützt Achse Geschäfte Großprojekt Mehrfamilienhaus Monumentalität Stadtplanung,52.5158479,13.4542112,True,Klassizismus - Klassizismus,Öffentliche Gebäude - Stadtplanung
Wohnhaus,Berlin Bezirk Mitte Mitte Luisenstraße18,1828,Wohnhaus,52.5219214,13.3795332,True,,
Grabmal H. Landau,Berlin,1922,Grabmal,52.52000659999999,13.404954,True,,
Kabelwerk Dr. Cassirer,Berlin Bezirk Spandau Hakenfelde Hugo-Cassirer-Straße 40/42/44; Hans-Poelzig-Straße 20; Sigmund-Bergmann-Straße Berlin Bezirk Spandau Hakenfelde Rauchstraße23,1928–1929,Denkmalschutz Industriebau Fabrik Mauerwerksfassade aus Ziegel Oberlicht Stahlkonstruktion Umnutzung: Industriebau Fassadengliederung,52.5587968,13.2188052,True,,Industriegebäude - Industriebau
Kurt-Schwitters-Schule,Berlin Bezirk Pankow Prenzlauer Berg Pasteurstraße 7/9/11,1914,Schule,52.5342056,13.4324999,True,,
Nationaltheater,Berlin,1800,Theater,52.52000659999999,13.404954,True,,
Wohnbebauung am Strausberger Platz,Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Strausberger Platz,1952–1953,Lage: Platz Mehrfamilienhaus,52.5182244,13.4279517,True,,Öffentliche Gebäude - Palast
Ruhrkohle-Haus,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Bismarckstraße107,1958–1959,7-geschossig Baulücke Bürogebäude Flachdach Glasfassade,52.5119499,13.3162606,True,,
Großturn- und Sporthalle,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Schloßstraße; Otto-Grüneberg-Weg,1988,2-geschossig Aufständerung Baulücke Betonkonstruktion Sportanlage Sporthalle Tonnendach Dachkonstruktion: Holz,52.5157576,13.2967757,True,,Sonstige Gebäude - Sportanlage
Presse- und Informationsamt der Bundesregierung BPA,Berlin Bezirk Mitte Mitte Dorotheenstraße84; Reichstagufer 12-14,1995–2000,"Bürogebäude Glasfassade, mehrschichtig Ensemble Sanierung Umnutzung Verwaltungsgebäude Wettbewerb Öffentliche Verwaltung",52.51922399999999,13.383809,True,,Öffentliche Gebäude - Regierungsgebäude
Mehrfamilienhaus in Spandau,Berlin Bezirk Spandau,1994,5-geschossig Appartement Fensterband Flachdach Mehrfamilienhaus,52.5351876,13.2002964,True,,Wohngebäude - Einfamilienhaus
Heizkraftwerk Klingenberg,Berlin Bezirk Lichtenberg Rummelsburg Köpenicker Chaussee 42-45,1925–1926,Heizkraftwerk denkmalgeschützte Aluminiumwerk Umspannwerk expressionistischer Architektur Denkmalschutz Heizkraftwerk Heizkraftwerk Mauerwerksfassade aus Ziegel Skelettbau aus Stahl Heizkraftwerk,52.48811,13.49648,True,Antike - Römische Architektur,Denkmalschutz - Denkmalschutz
BahnTower,Berlin Bezirk Mitte Tiergarten Potsdamer Platz2,1995–2000,Bürogebäude Form: Halbkreis Glasfassade Hochhaus Baustil Moderne,52.50974,13.37509,True,Moderne - Postmoderne,
Umbau Sportpalast,Berlin,1925,Stadion Umbau,52.52000659999999,13.404954,True,,
Wohnhausgruppe am Kottbusser Tor,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Kottbusser Straße 1-3; Admiralstraße 38; Kottbusser Tor,1955–1956,Geschosswohnung Lage: Stadt Mehrfamilienhaus Wohnanlage,52.4985496,13.4179722,True,,Öffentliche Gebäude - Altstadt
Turmhaus in Berlin (Kennwort: Krystall),Berlin Bezirk Mitte Mitte Friedrichstraße,1921,Bürogebäude Form: Polygon Geschäftshaus Hochhaus Kaufhaus Kino Wettbewerb Plangrafik,52.5147655,13.3891804,True,Moderne - Bauhaus,Gewächshäuser und Gärten - Gewächshaus
Wohnbebauung Zeli-Eck,Berlin Bezirk Steglitz-Zehlendorf Zehlendorf Königstraße1,1975–1980,Mehrfamilienhaus Wettbewerb,52.43507719999999,13.2604251,True,,Wohngebäude - Einfamilienhaus
Bremer Landesvertretung,Berlin Bezirk Mitte Tiergarten Hiroshimastraße24,1996–1998,"Auslandsvertretung Bürogebäude Farbe: rot Ensemble Putzfassade Fensteröffnung Wettbewerb, 1. Preis",52.5075045,13.3575444,True,,Öffentliche Gebäude - Auslandsvertretung
Hotel und Konferenzeinrichtungen in Adlershof,Berlin Bezirk Treptow-Köpenick Adlershof Rudower Chaussee,1996–1998,"Hotel Kongresszentrum Wettbewerb, 1. Preis",52.4304385,13.5315072,True,,Öffentliche Gebäude - Kongresszentrum
Gartengestaltung an der Interbau,Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Altonaer Straße;Bartningallee;Händelallee;Hanseatenweg;Klopstockstraße,1956–ca. 1960,Garten IBA 1957 (Interbau),52.5179673,13.3421577,True,,Wohngebäude - Gartenhaus
Kammermusiksaal,Berlin Bezirk Mitte Tiergarten Matthäikirchplatz9; Herbert-von-Karajan-Straße,1984–1988,Konzerthaus Konzerthalle,52.5090903,13.3682014,True,,
Doppelhaus Levy/Hofer,Berlin Bezirk Steglitz-Zehlendorf Dahlem Im Doll 44/44a,1921–1922,Doppelhaus,52.4582353,13.2870827,True,,
Dachgeschosswohnung,Berlin Bezirk Pankow Prenzlauer Berg Pappelallee36,bis 2004,Dachausbau,52.5465829,13.4185734,True,,
Kirche Sankt Thomas von Aquin,Berlin Bezirk Mitte Mitte Hannoversche Straße,1994–1999,Bauensembles Architektenwettbewerbs Saalkirche flachgedeckt skelett Kreuzgang Granit Glasbausteinen Decke Säulen Oberlicht Fassadenstruktur Form: Kubus Granit Innenraum Kirche Lichtführung Sankt Thomas,52.5276757,13.3819323,True,,
Wohnhaus Wolleck,Berlin Bezirk Steglitz-Zehlendorf Dahlem Föhrenweg10,1935–1936,Einfamilienhaus,52.4582353,13.2870827,True,,Wohngebäude - Einfamilienhaus
Mehrfamilienhaus,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Olympische Straße10/12,1929–1930,Mehrfamilienhaus,52.5164976,13.2579348,True,,Wohngebäude - Einfamilienhaus
Umspannwerk »Zille« (später gen. »Gleichrichterwerk Charlottenburg« und Umspannwerk »Knie«) der BEWAG,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Zauritzweg 13-17,,Umspannstation,52.5134674,13.3119011,True,,
Verwaltungsbau,Berlin Bezirk Tempelhof-Schöneberg Schöneberg Martin-Luther-Straße 1,ca. 1970,Bürogebäude Hochhaus,52.5003447,13.3468144,True,,
Kaufhaus Alexa,Berlin Bezirk Mitte Mitte Grunerstraße 20;Alexanderplatz,2006–2007,Einkaufszentrum Art Déco Architektenwettbewerb Einkaufszentrum Kaufhaus Großkomplex Betonfassade aus Formelementen Beton,52.5201754,13.4147889,True,Moderne - Bauhaus,
Technisches Büro der Firma Rotaprint,Berlin Bezirk Mitte Gesundbrunnen Gottschedstraße; Bornemannstraße,1957–1958,5-geschossig Betonkonstruktion Brutalismus Bürogebäude Eckhaus Sichtbeton,52.55082789999999,13.3702502,True,Moderne - Brutalismus,
Verwaltungsbau (VDE-Haus),Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Bismarckstraße33,1931,,52.51211989999999,13.3099962,True,,
Fregattenschuppen,Berlin Bezirk Steglitz-Zehlendorf Wannsee Park Pfaueninsel,1832,Bootshaus,52.434504,13.131111,True,,
Verwaltungsgebäude an der Halenseestraße »Zitrone«,Berlin Bezirk Charlottenburg-Wilmersdorf Halensee Kronprinzendamm 15; Kronprinzendamm @Halenseestraße,1990,"Bürogebäude Glasfassade Lage: Hauptstraße Sockel Energiekonzept Form: Ellipse Wettbewerb, 1. Preis",52.4971989,13.2838678,True,,
Allianz Versicherung,Berlin Bezirk Mitte Mitte Mohrenstraße63/64,1913–1916,Bürogebäude,52.51213509999999,13.3863639,True,,
Einfamilienhaus,Berlin Bezirk Steglitz-Zehlendorf Zehlendorf Wilskistraße52a,1930,Einfamilienhaus,52.43507719999999,13.2604251,True,,Wohngebäude - Einfamilienhaus
Mietshaus,Berlin Bezirk Pankow Pankow Borkumstraße,ca. 1930,,52.5654555,13.4165811,True,,
Grabplatte O. Warschauer,Berlin Bezirk Lichtenberg Friedrichsfelde,1917,Grabmal,52.50965619999999,13.5189846,True,,
KFZ-Zulassungsstelle Ost,Berlin Bezirk Lichtenberg Alt-Hohenschönhausen Ferdinand-Schultze-Straße 55,1995,Bürogebäude Werkstatt Wettbewerb Öffentliche Verwaltung,52.5399703,13.5100012,True,,Freizeiteinrichtungen - Veranstaltung
Oberstufenzentrum KFZ-Technik,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Gierkeplatz1/3; Kaiser-Friedrich-Straße,1989,Berufsschule Block Fassadenschichtung Hof Lamellen Schule Verschattung Wettbewerb,52.5192583,13.2992178,True,Barock/Rokoko - Barock,Freizeiteinrichtungen - Veranstaltung
Philologische Bibliothek der Freien Universität Berlin,Berlin Bezirk Steglitz-Zehlendorf Dahlem Habelschwerdter Allee45,1997,Sanierung Bauensemble Gutachterwettbewerb kuppelartigen Aluminiumsegmenten Fachwerk Aufzugsanlagen Atrium Sonnenmarkisen Schule,52.448209,13.2907638,True,,
Landsberger Arkaden,Berlin Bezirk Lichtenberg Fennpfuhl Landsberger Allee; Storkower Straße,1996–1999,Einkaufszentren Bürogebäude Einkaufszentrum Hotel Mischnutzung,52.5288092,13.4579194,True,,
Messestand »public design 2001«,Berlin,bis 2001,Temporärarchitektur,52.52000659999999,13.404954,True,Alternative/Regionale Stile - Vernakuläre Architektur,
Ullstein-Druckhaus,Berlin Bezirk Tempelhof-Schöneberg Lichtenrade Mariendorfer Damm 1-3,1925–1926,"Backsteinexpressionismus Bauensemble Turm skelettbau Neugotik Expressionismus Zeltdach Travertin Ornamente Fassadengliederung, vertikal Hochhaus Mauerwerksfassade aus Ziegel Skelettbau aus Beton Travertin Verlagsgebäude Baustil Backsteinexpressionismus",52.45314,13.38517,True,Mittelalter - Gotik,Öffentliche Gebäude - Regierungsgebäude
Potsdamer Platz-Bürogebäude,Berlin Bezirk Mitte Tiergarten Linkstraße,1999,Abtreppung Bürogebäude Freitreppe abgelöstes Dach,52.5062643,13.3745698,True,,
Hochhaus am Kemperplatz,Berlin Bezirk Mitte Tiergarten Kemperplatz,ca. 1925,"Bürogebäude Eckhaus Fassadengliederung, horizontal Hochhaus Lage: Stadt",52.5111791,13.3714771,True,,Öffentliche Gebäude - Altstadt
Schloss Klein-Glienicke,Berlin Bezirk Steglitz-Zehlendorf Wannsee Königstraße36,1747,Gebäudeensembles Orangerie Walmdach Mittelrisalit Attika risalit Pergola dorischen Portikus Mezzanin dorischen Historismus Rokoko Johanniterordens Barocks Zeltdach Satteldach Schloss,52.415113,13.1468678,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Schloss
Wohnungsbau Bürgipfad,Berlin Bezirk Steglitz-Zehlendorf Lichterfelde Bürgipfad,,Flachdach Lochfassade Mehrfamilienhaus Wohnanlage Putzfassade,52.4098034,13.3289384,True,,Wohngebäude - Einfamilienhaus
Bahnhof Spandau,Berlin Bezirk Spandau Spandau Seegefelderstraße;Klosterstraße;Brunsbütteler Damm,ca. 1998,Bahnhof Tonnendächern Denkmalschutz Abspannung Bahnhof Glasdach Tonnendach Wettbewerb,52.53476850000001,13.199458,True,,Öffentliche Gebäude - Bauhof
Hansa-Grundschule,Berlin Bezirk Mitte Hansaviertel Lessingstraße 5,ca. 1955,Aufständerung Grundschule Ensemble Skelettbau aus Beton,52.5213834,13.3405625,True,,
Parochialkirche,Berlin Bezirk Mitte Mitte Klosterstraße67,1695–1703,Kirche reformierten Kirchhof Barockbau Calvinismus Portikus Kuppeln Attika Empore Walmdächer Attika Pilastern Bronze Empore denkmalpflegerische Wiederaufbau Friedhöfen Mausoleen Barock Kirche Zentralbau Form: griechisches Kreuz Tetrakonchos,52.5170292,13.4126617,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Mausoleum
Haus des Deutschen Metallarbeiterverbandes,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Alte Jacobstraße 148-155,1929–1930,"Denkmalschutz Bürogebäude Verwaltungsgebäude Ecke, abgerundet",52.49946,13.39606,True,,Öffentliche Gebäude - Regierungsgebäude
Freibad Pankow,Berlin Bezirk Pankow Pankow Wolfshagener Straße 91-93,1957–1963,Sprungturm Freibad,52.5753862,13.4133316,True,,
Internationale Bauakademie - Wiederaufbau,Berlin Bezirk Mitte Mitte Schinkelplatz1;Werderscher Markt,,,52.515593,13.3987344,True,,
Nationaldenkmal für die Befreiungskriege (Kreuzbergdenkmal),Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Kreuzbergstraße,1817–1821,neogotische Bauwerk gotischen Denkmal Neogotik,52.4896643,13.3798231,True,Mittelalter - Gotik,
Büro-und Geschäftshaus Wilhelm Eck,Berlin Bezirk Mitte Mitte Wilhelmstraße72;Wilhelmstraße@ Behrensstraße,1999–2003,Bürogebäude Eckhaus Geschäftshaus Hotel,52.51516420000001,13.3809295,True,,Gewächshäuser und Gärten - Gewächshaus
Geschäftshochhaus Haus Knauthe,Berlin Bezirk Mitte Mitte Leipziger Platz10,ca. 2000,Bürogebäude Hochhaus,52.509605,13.3779332,True,,
Amerika-Gedenkbibliothek,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Blücherplatz1,1989,"Bibliothek Blickbezug Dekonstruktivismus Erweiterung Lage: Platz Platzgestaltung Wegeführung Gedenkstätte Wettbewerb, 1. Preis",52.4983442,13.4065791,True,Moderne - Konstruktivismus,Öffentliche Gebäude - Gedenkstätte
Potsdamer Platz Arkaden,Berlin Bezirk Mitte Tiergarten Potsdamer Platz Arkaden; Rudolf-von-Gneist-Gasse,1998,Gebäudekomplex Parkhaus Einkaufszentrum Geschäfte Glasdach Passage,52.5074806,13.3741512,True,,Freizeiteinrichtungen - Passage
Museum für indische Kunst,Berlin Bezirk Steglitz-Zehlendorf Dahlem Lansstraße8,,Museum,52.4582353,13.2870827,True,,Öffentliche Gebäude - Mausoleum
Dreieinigkeitskapelle,Berlin Bezirk Reinickendorf Tegel An der Mäckeritzbrücke 4,3.10.1954,Kapelle Kirche Glaubensrichtung: evangelisch,52.5504556,13.2696285,True,,
Neues Königliches Opernhaus Berlin,Berlin Bezirk Mitte Mitte Unter den Linden,1910,Brandschutz Amphitheater Foyers Berliner Museumsinsel Atelier Portikus Kolonnade Risalit Amphitheaters Oper Wettbewerb,52.5168975,13.3892254,True,,
